Token: CHARACTERISTICS at (201.0078125, 1818.436555415617, 511.65625, 1877.8164226490346)
Token: AS at (497.951171875, 1823.0042375104954, 561.908203125, 1873.2487405541563)
Token: DESIGNATED at (552.771484375, 1818.436555415617, 767.484375, 1877.8164226490346)
Token: BY at (758.34765625, 1818.436555415617, 822.3046875, 1873.2487405541563)
Token: THE at (813.16796875, 1818.436555415617, 890.830078125, 1873.2487405541563)
Token: COMPONENT at (881.693359375, 1818.436555415617, 1078.1328125, 1877.8164226490346)
Token: REVIEW at (205.576171875, 1859.5456942695214, 342.626953125, 1909.7901973131823)
Token: TEAM at (338.05859375, 1859.5456942695214, 433.994140625, 1909.7901973131823)
Token: (CRT). at (433.994140625, 1859.5456942695214, 548.203125, 1909.7901973131823)
Token: THESE at (575.61328125, 1859.5456942695214, 685.25390625, 1905.222515218304)
Token: ITEMS at (689.822265625, 1859.5456942695214, 799.462890625, 1909.7901973131823)
Token: WILL at (794.89453125, 1859.5456942695214, 890.830078125, 1909.7901973131823)
Token: BE at (886.26171875, 1859.5456942695214, 950.21875, 1909.7901973131823)
Token: SUBJECT at (941.08203125, 1859.5456942695214, 1087.26953125, 1909.7901973131823)
Token: TO at (1087.26953125, 1859.5456942695214, 1151.2265625, 1909.7901973131823)
Token: R15.1+0.5 at (1489.28515625, 1845.8426479848868, 1754.25, 1905.222515218304)
Token: CONTROL at (205.576171875, 1896.0871510285476, 356.33203125, 1946.331654072208)
Token: AND at (351.763671875, 1896.0871510285476, 433.994140625, 1946.331654072208)
Token: DOCUMENTATION at (429.42578125, 1896.0871510285476, 689.822265625, 1941.7639719773297)
Token: AS at (680.685546875, 1896.0871510285476, 749.2109375, 1946.331654072208)
Token: SPECIFIED at (735.505859375, 1891.5194689336693, 931.9453125, 1950.8993361670864)
Token: IN at (927.376953125, 1891.5194689336693, 986.765625, 1946.331654072208)
Token: THE at (977.62890625, 1896.0871510285476, 1055.291015625, 1946.331654072208)
Token: CONTROL at (205.576171875, 1932.6286077875734, 356.33203125, 1982.8731108312343)
Token: PLAN. at (351.763671875, 1932.6286077875734, 456.8359375, 1982.8731108312343)
Token: CONTROL at (205.576171875, 2005.7115213056254, 351.763671875, 2055.956024349286)
Token: ITEM: at (356.33203125, 2005.7115213056254, 461.404296875, 2055.956024349286)
Token: THIS at (465.97265625, 2005.7115213056254, 561.908203125, 2051.388342254408)
Token: SYMBOL at (557.33984375, 2005.7115213056254, 685.25390625, 2055.956024349286)
Token: IDENTIFIES at (685.25390625, 2001.1438392107473, 899.966796875, 2060.5237064441644)
Token: CRITICAL at (881.693359375, 2001.1438392107473, 1059.859375, 2060.5237064441644)
Token: (SAFETY at (210.14453125, 2042.2529780646514, 360.900390625, 2092.4974811083125)
Token: RELATED) at (347.1953125, 2037.685295969773, 525.361328125, 2097.0651632031904)
Token: AS at (808.599609375, 2037.685295969773, 877.125, 2092.4974811083125)
Token: BY at (1064.427734375, 2042.2529780646514, 1132.953125, 2092.4974811083125)
Token: PC at (3905.947265625, 1854.978012174643, 4129.796875, 2078.794434823678)
Token: CHARACTERISTICS at (516.224609375, 2037.685295969773, 822.3046875, 2097.0651632031904)
Token: DESIGNATED at (863.419921875, 2037.685295969773, 1078.1328125, 2097.0651632031904)
Token: RIGHT at (2690.763671875, 2042.2529780646514, 2846.087890625, 2106.200527392947)
Token: VIEW at (2846.087890625, 2042.2529780646514, 2974.001953125, 2106.200527392947)
Token: THE at (205.576171875, 2078.794434823678, 287.806640625, 2133.6066199622164)
Token: COMPONENT at (274.1015625, 2074.2267527287995, 470.541015625, 2133.6066199622164)
Token: REVIEW at (461.404296875, 2078.794434823678, 598.455078125, 2129.0389378673385)
Token: TEAM at (593.88671875, 2078.794434823678, 689.822265625, 2129.0389378673385)
Token: (CRT). at (689.822265625, 2078.794434823678, 804.03125, 2129.0389378673385)
Token: THESE at (836.009765625, 2078.794434823678, 945.650390625, 2129.0389378673385)
Token: ITEMS at (950.21875, 2078.794434823678, 1059.859375, 2129.0389378673385)
Token: WILL at (1050.72265625, 2078.794434823678, 1146.658203125, 2129.0389378673385)
Token: BE at (201.0078125, 2115.335891582704, 269.533203125, 2165.5803946263645)
Token: SUBJECT at (260.396484375, 2115.335891582704, 415.720703125, 2165.5803946263645)
Token: TO at (406.583984375, 2115.335891582704, 470.541015625, 2165.5803946263645)
Token: CONTROL at (465.97265625, 2115.335891582704, 612.16015625, 2165.5803946263645)
Token: AND at (607.591796875, 2115.335891582704, 689.822265625, 2165.5803946263645)
Token: DOCUMENTATION at (680.685546875, 2110.7682094878255, 954.787109375, 2170.148076721243)
Token: AS at (941.08203125, 2115.335891582704, 1005.0390625, 2165.5803946263645)
Token: SPECIFIED at (991.333984375, 2110.7682094878255, 1187.7734375, 2170.148076721243)
Token: 5 at (3828.28515625, 2087.929799013434, 3896.810546875, 2147.309666246851)
Token: IN at (210.14453125, 2151.8773483417294, 269.533203125, 2202.1218513853905)
Token: THE at (260.396484375, 2151.8773483417294, 342.626953125, 2202.1218513853905)
Token: CONTROL at (333.490234375, 2151.8773483417294, 484.24609375, 2202.1218513853905)
Token: PLAN. at (479.677734375, 2151.8773483417294, 589.318359375, 2202.1218513853905)
Token: PART at (205.576171875, 2224.9602618597814, 301.51171875, 2275.2047649034425)
Token: TO at (296.943359375, 2224.9602618597814, 365.46875, 2275.2047649034425)
Token: BE at (351.763671875, 2224.9602618597814, 415.720703125, 2275.2047649034425)
Token: FREE at (406.583984375, 2229.52794395466, 507.087890625, 2275.2047649034425)
Token: OF at (497.951171875, 2224.9602618597814, 561.908203125, 2275.2047649034425)
Token: CRACKS, at (557.33984375, 2229.52794395466, 694.390625, 2275.2047649034425)
Token: BURRS at (703.52734375, 2229.52794395466, 817.736328125, 2275.2047649034425)
Token: AND at (813.16796875, 2224.9602618597814, 895.3984375, 2275.2047649034425)
Token: SHARP at (886.26171875, 2229.52794395466, 1000.470703125, 2275.2047649034425)
Token: EDGES at (995.90234375, 2229.52794395466, 1110.111328125, 2275.2047649034425)
Token: THAT at (210.14453125, 2261.501718618808, 301.51171875, 2311.7462216624685)
Token: MAY at (296.943359375, 2261.501718618808, 379.173828125, 2311.7462216624685)
Token: BE at (365.46875, 2261.501718618808, 433.994140625, 2316.3139037573465)
Token: DETRIMENTAL at (420.2890625, 2256.9340365239295, 653.275390625, 2316.3139037573465)
Token: TO at (648.70703125, 2261.501718618808, 708.095703125, 2311.7462216624685)
Token: SATISFACTORY at (698.958984375, 2256.9340365239295, 950.21875, 2316.3139037573465)
Token: ASSEMBLY, at (936.513671875, 2256.9340365239295, 1128.384765625, 2316.3139037573465)
Token: FRONT at (1836.48046875, 2256.9340365239295, 1991.8046875, 2320.881585852225)
Token: VIEW at (1996.373046875, 2261.501718618808, 2115.150390625, 2311.7462216624685)
Token: SAFE at (205.576171875, 2302.610857472712, 301.51171875, 2348.2876784214945)
Token: HANDLING at (296.943359375, 2302.610857472712, 470.541015625, 2348.2876784214945)
Token: OR at (461.404296875, 2298.043175377834, 525.361328125, 2348.2876784214945)
Token: FUNCTION. at (520.79296875, 2302.610857472712, 698.958984375, 2348.2876784214945)
Token: ELECTRONIC at (205.576171875, 2375.6937709907643, 411.15234375, 2421.3705919395466)
Token: FORMAT at (406.583984375, 2375.6937709907643, 539.06640625, 2421.3705919395466)
Token: DATA at (534.498046875, 2375.6937709907643, 635.001953125, 2421.3705919395466)
Token: IS at (630.43359375, 2371.126088895886, 694.390625, 2421.3705919395466)
Token: MASTER at (685.25390625, 2375.6937709907643, 817.736328125, 2421.3705919395466)
Token: AND at (813.16796875, 2375.6937709907643, 890.830078125, 2421.3705919395466)
Token: IS at (890.830078125, 2371.126088895886, 950.21875, 2421.3705919395466)
Token: TO at (941.08203125, 2375.6937709907643, 1005.0390625, 2421.3705919395466)
Token: BE at (995.90234375, 2371.126088895886, 1059.859375, 2421.3705919395466)
Token: TAKEN at (1055.291015625, 2375.6937709907643, 1164.931640625, 2421.3705919395466)
Token: FROM at (205.576171875, 2412.23522774979, 306.080078125, 2457.9120486985726)
Token: DATA at (296.943359375, 2412.23522774979, 397.447265625, 2457.9120486985726)
Token: FILE at (388.310546875, 2412.23522774979, 488.814453125, 2457.9120486985726)
Token: AT at (479.677734375, 2412.23522774979, 539.06640625, 2457.9120486985726)
Token: ITS at (539.06640625, 2412.23522774979, 621.296875, 2462.479730793451)
Token: LATEST at (607.591796875, 2412.23522774979, 744.642578125, 2457.9120486985726)
Token: RELEASE at (740.07421875, 2412.23522774979, 886.26171875, 2457.9120486985726)
Token: DATE. at (886.26171875, 2412.23522774979, 995.90234375, 2457.9120486985726)
Token: REFER at (205.576171875, 2485.318141267842, 324.353515625, 2530.9949622166246)
Token: TO at (315.216796875, 2485.318141267842, 379.173828125, 2530.9949622166246)
Token: CAD at (370.037109375, 2485.318141267842, 452.267578125, 2530.9949622166246)
Token: DATA at (443.130859375, 2485.318141267842, 539.06640625, 2530.9949622166246)
Token: FOR at (534.498046875, 2485.318141267842, 616.728515625, 2530.9949622166246)
Token: DIMENSIONS at (612.16015625, 2485.318141267842, 817.736328125, 2530.9949622166246)
Token: NOT at (808.599609375, 2485.318141267842, 890.830078125, 2530.9949622166246)
Token: SHOWN. at (886.26171875, 2485.318141267842, 1009.607421875, 2530.9949622166246)
Token: ALL at (1032.44921875, 2485.318141267842, 1110.111328125, 2530.9949622166246)
Token: CAD at (1105.54296875, 2485.318141267842, 1187.7734375, 2530.9949622166246)
Token: DATA at (205.576171875, 2521.859598026868, 301.51171875, 2567.536418975651)
Token: MEASUREMENTS at (296.943359375, 2521.859598026868, 543.634765625, 2567.536418975651)
Token: ARE at (539.06640625, 2521.859598026868, 616.728515625, 2572.104101070529)
Token: BASIC. at (612.16015625, 2521.859598026868, 730.9375, 2572.104101070529)
Token: TOLERANCES at (762.916015625, 2521.859598026868, 963.923828125, 2567.536418975651)
Token: FOR at (954.787109375, 2521.859598026868, 1041.5859375, 2572.104101070529)
Token: CAD at (1032.44921875, 2521.859598026868, 1114.6796875, 2572.104101070529)
Token: DATA at (1105.54296875, 2521.859598026868, 1201.478515625, 2567.536418975651)
Token: XXXXXX at (3179.578125, 2540.1303264063813, 3293.787109375, 2585.8071473551636)
Token: XX at (3362.3125, 2535.562644311503, 3430.837890625, 2585.8071473551636)
Token: RELEASEDFOR at (3426.26953125, 2535.562644311503, 3650.119140625, 2581.2394652602857)
Token: MEASUREMENTS at (205.576171875, 2558.4010547858943, 452.267578125, 2604.0778757346766)
Token: ARE: at (447.69921875, 2558.4010547858943, 539.06640625, 2608.645557829555)
Token: DDMMYY at (4248.57421875, 2535.562644311503, 4385.625, 2585.8071473551636)
Token: XXX at (4381.056640625, 2535.562644311503, 4458.71875, 2585.8071473551636)
Token: XXX at (4458.71875, 2535.562644311503, 4531.8125, 2585.8071473551636)
Token: XXX at (4527.244140625, 2535.562644311503, 4595.76953125, 2585.8071473551636)
Token: CHANGENO. at (3143.03125, 2585.8071473551636, 3330.333984375, 2631.4839683039463)
Token: REV at (3357.744140625, 2581.2394652602857, 3430.837890625, 2631.4839683039463)
Token: REVISION at (3773.46484375, 2581.2394652602857, 3915.083984375, 2631.4839683039463)
Token: DATE at (4271.416015625, 2581.2394652602857, 4362.783203125, 2631.4839683039463)
Token: DRW at (4376.48828125, 2581.2394652602857, 4467.85546875, 2631.4839683039463)
Token: DA at (4463.287109375, 2585.8071473551636, 4527.244140625, 2631.4839683039463)
Token: EA at (4531.8125, 2585.8071473551636, 4595.76953125, 2631.4839683039463)
Token: 10 at (539.06640625, 2622.3486041141896, 676.1171875, 2686.2961534424853)
Token: SURFACES at (680.685546875, 2626.916286209068, 858.8515625, 2686.2961534424853)
Token: DIMENSIONINGSTOLERANCINGPERASMEY14SM-194 at (3901.37890625, 2626.916286209068, 4486.12890625, 2672.5931071578507)
Token: CADMODEL at (3307.4921875, 2672.5931071578507, 3476.521484375, 2718.269928106633)
Token: IS at (3462.81640625, 2677.1607892527286, 3508.5, 2713.7022460117546)
Token: BASIC. at (3494.794921875, 2672.5931071578507, 3599.8671875, 2718.269928106633)
Token: 2.0 at (543.634765625, 2699.99919972712, 676.1171875, 2763.9467490554157)
Token: TRIM at (685.25390625, 2704.5668818219983, 785.7578125, 2750.243702770781)
Token: LINES at (776.62109375, 2704.5668818219983, 890.830078125, 2754.811384865659)
Token: REFERTOI at (3266.376953125, 2709.1345639168767, 3417.1328125, 2759.3790669605373)
Token: DRAWINGNOTES at (3398.859375, 2704.5668818219983, 3645.55078125, 2763.9467490554157)
Token: FORTOLERANCEI at (3234.3984375, 2745.6760206759027, 3481.08984375, 2805.05588790932)
Token: INFORMATION at (3467.384765625, 2754.811384865659, 3668.392578125, 2795.9205237195633)
Token: ANY at (205.576171875, 2814.1912520990763, 287.806640625, 2864.4357551427374)
Token: CHANGES at (278.669921875, 2814.1912520990763, 429.42578125, 2864.4357551427374)
Token: TO at (424.857421875, 2814.1912520990763, 493.3828125, 2864.4357551427374)
Token: DESIGN, at (484.24609375, 2814.1912520990763, 625.865234375, 2864.4357551427374)
Token: MATERIAL at (625.865234375, 2809.6235700041984, 804.03125, 2869.0034372376153)
Token: OR at (790.326171875, 2814.1912520990763, 858.8515625, 2864.4357551427374)
Token: PROCESSING, at (845.146484375, 2809.6235700041984, 1068.99609375, 2869.0034372376153)
Token: REQUIRES at (210.14453125, 2850.7327088581023, 379.173828125, 2896.409529806885)
Token: WRITTEN at (370.037109375, 2850.7327088581023, 534.498046875, 2905.544893996642)
Token: APPROVAL at (520.79296875, 2850.7327088581023, 689.822265625, 2896.409529806885)
Token: FROM at (685.25390625, 2850.7327088581023, 785.7578125, 2900.9772119017634)
Token: MAGNA at (776.62109375, 2850.7327088581023, 890.830078125, 2896.409529806885)
Token: SEATING at (886.26171875, 2850.7327088581023, 1041.5859375, 2900.9772119017634)
Token: ENGINEERING. at (1037.017578125, 2850.7327088581023, 1270.00390625, 2896.409529806885)
Token: DONOISCAIETHSDRAVING at (3289.21875, 2823.326616288833, 3627.27734375, 2882.70648352225)
Token: DATE at (3398.859375, 2869.0034372376153, 3444.54296875, 2905.544893996642)
Token: PPROVEDBY at (3663.82421875, 2855.3003909529807, 3759.759765625, 2905.544893996642)
Token: HK at (3216.125, 2905.544893996642, 3257.240234375, 2937.518668660789)
Token: 211111 at (3371.44921875, 2900.9772119017634, 3471.953125, 2946.6540328505457)
Token: PN at (3540.478515625, 2910.1125760915197, 3572.45703125, 2937.518668660789)
Token: SP at (3686.666015625, 2900.9772119017634, 3732.349609375, 2946.6540328505457)
Token: PART at (205.576171875, 2923.8156223761544, 301.51171875, 2974.060125419815)
Token: TO at (296.943359375, 2923.8156223761544, 360.900390625, 2974.060125419815)
Token: BE at (351.763671875, 2923.8156223761544, 415.720703125, 2974.060125419815)
Token: STAMPED at (411.15234375, 2923.8156223761544, 561.908203125, 2974.060125419815)
Token: OR at (552.771484375, 2923.8156223761544, 616.728515625, 2974.060125419815)
Token: OTHERWISE at (607.591796875, 2919.2479402812764, 804.03125, 2978.6278075146934)
Token: MARKED at (794.89453125, 2923.8156223761544, 927.376953125, 2974.060125419815)
Token: WITH at (922.80859375, 2923.8156223761544, 1023.3125, 2974.060125419815)
Token: PART at (205.576171875, 2960.3570791351804, 301.51171875, 3006.0339000839635)
Token: NUMBER. at (296.943359375, 2960.3570791351804, 443.130859375, 3010.6015821788415)
Token: REVISION at (443.130859375, 2955.7893970403024, 621.296875, 3015.1692642737194)
Token: LEVEL at (612.16015625, 2960.3570791351804, 721.80078125, 3010.6015821788415)
Token: & at (721.80078125, 2964.9247612300587, 767.484375, 3010.6015821788415)
Token: LOT at (758.34765625, 2960.3570791351804, 836.009765625, 3010.6015821788415)
Token: CODE. at (831.44140625, 2960.3570791351804, 936.513671875, 3010.6015821788415)
Token: MATERME34 at (3101.916015625, 2932.950986565911, 3321.197265625, 3038.0076747481107)
Token: SCALE at (4476.9921875, 2946.6540328505457, 4582.064453125, 2992.3308537993285)
Token: MSKH at (3905.947265625, 2983.1954896095717, 4061.271484375, 3047.1430389378675)
Token: SEATING at (4079.544921875, 2987.76317170445, 4330.8046875, 3047.1430389378675)
Token: FINISH: at (205.576171875, 3033.439992653233, 356.33203125, 3083.6844956968935)
Token: NONE at (351.763671875, 3038.0076747481107, 447.69921875, 3083.6844956968935)
Token: THK=2.5+0.21 at (3225.26171875, 3024.304628463476, 3471.953125, 3083.6844956968935)
Token: mm, at (3458.248046875, 3033.439992653233, 3549.615234375, 3079.116813602015)
Token: WT= at (3540.478515625, 3028.8723105583545, 3645.55078125, 3079.116813602015)
Token: 0.019Kg at (3631.845703125, 3024.304628463476, 3796.306640625, 3088.252177791772)
Token: 1:1 at (4490.697265625, 3010.6015821788415, 4568.359375, 3065.41376731738)
Token: PARTI at (1315.6875, 3083.6844956968935, 1407.0546875, 3138.4966808354325)
Token: NAME at (1393.349609375, 3088.252177791772, 1489.28515625, 3133.928998740554)
Token: PARTI at (2147.12890625, 3088.252177791772, 2233.927734375, 3138.4966808354325)
Token: NUMBER at (2220.22265625, 3088.252177791772, 2352.705078125, 3133.928998740554)
Token: REV at (2974.001953125, 3083.6844956968935, 3042.52734375, 3138.4966808354325)
Token: NAME at (3115.62109375, 3088.252177791772, 3211.556640625, 3138.4966808354325)
Token: FRONT at (931.9453125, 3124.793634550798, 1128.384765625, 3188.7411838790936)
Token: ROW at (1151.2265625, 3124.793634550798, 1279.140625, 3188.7411838790936)
Token: DRIVER_CLOCK-SPRING_ATTACH_BRACKET at (1338.529296875, 3133.928998740554, 2128.85546875, 3193.3088659739715)
Token: DRIVER_CLOCK-SPRING_ATTACH_BRACKET at (2156.265625, 3133.928998740554, 2946.591796875, 3193.3088659739715)
Token: ONWROMBRIVER.CLOCK at (3924.220703125, 3069.9814494122584, 4413.03515625, 3188.7411838790936)
Token: XX at (2996.84375, 3143.0643629303104, 3079.07421875, 3197.87654806885)
Token: DRIVER_CLOCK-SPRING_ATTACH_BRACKET at (3138.462890625, 3138.4966808354325, 3928.7890625, 3197.87654806885)
Token: SPRING_ATTACH_BRACKET at (4093.25, 3170.47045549958, 4600.337890625, 3229.8503227329975)
